RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
2311,15/04/2020 22:21,week 3,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.886109066,Female,28,North Rhine-Westphalia,4,2,Not working, , , , , 
2312,15/04/2020 22:22,week 3,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Sometimes,Frequently,Always,Not at all,Sometimes,Not at all,Always,Always, ,Always,Always,Always,Always,Sometimes,Rarely,Not at all,Rarely,Rarely,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.987365076,Male,30,Berlin,2,0,Full time employment, , , , , 
2313,15/04/2020 22:24,week 3,3,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Rarely,Frequently,Rarely,Frequently,Rarely,Frequently, , ,Sometimes,Frequently,Frequently,Always,Always,Frequently,Not at all,Rarely,Rarely,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.879652282,Female,24,Saxony,4,0,Full time student, , , , , 
2314,15/04/2020 22:27,week 3,0,25,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Frequently,Frequently,Not at all,Not at all,Always,Always,Not at all, ,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Always,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.80921575,Male,60,Thuringia,1,0,Full time employment, , , , , 
2315,15/04/2020 22:28,week 3,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Not at all,Always,Not at all,Rarely,Not at all,Rarely,Frequently,Not at all, , ,Always,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,Not at all,Rarely,Not at all,8, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,1.025798102,Female,73,Berlin,1,0,Other, , , , , 
2316,15/04/2020 22:29,week 3,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Sometimes,Rarely, ,Always,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Frequently,15,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Lager,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.784684681,Female,60,Hamburg,2,0,Full time employment, , , , , 
2317,15/04/2020 22:30,week 3,0,2,3,"No, I have not","No, they have not",Yes,No,Yes,No,No,No,Not sure,Not at all,No,Not sure,Yes,Very difficult,Somewhat willing,Sometimes,Always,Frequently,Sometimes,Sometimes,Not at all,Always,Frequently, , ,Always,Frequently,Always,Always,Sometimes,Rarely,Not at all,Not at all,Rarely,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.21557521,Male,21,North Rhine-Westphalia,1,0,Full time student, , , , , 
2318,15/04/2020 22:35,week 3,2,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Not at all, ,Not at all,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.59962237,Female,18,Saarland,4,1,Full time student, , , , , 
2319,15/04/2020 22:42,week 3,4,0,0,"Yes, and I have not received my results from the test yet","Yes, and they have not received their results from the test yet",No,No,Yes,No,No,No,No,Sometimes,No,No,No,Somewhat difficult,Somewhat unwilling,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Rarely,Sometimes,Frequently,Sometimes, ,Frequently,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1.273908429,Male,20,Bavaria,4,0,Part time employment, , , , , 
2320,15/04/2020 22:43,week 3,0,20,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very unwilling,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.042834883,Male,27,Saxony,1,0,Full time student, , , , , 
2321,15/04/2020 22:50,week 3,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Frequently,Always,8,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.981043688,Male,53,Bavaria,4,2,Full time employment, , , , , 
2322,15/04/2020 22:52,week 3,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Frequently,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.18295697,Female,57,Baden-Wurttemberg,2,0,Other, , , , , 
2323,15/04/2020 22:53,week 3,0,0,5,"No, I have not","No, they have not",No,No,Yes,Yes,No,No,No,Not at all,No,No,No,Somewhat easy,Somewhat unwilling,Frequently,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Always, ,Sometimes,Rarely,Rarely,Frequently,Sometimes,Sometimes,Frequently,Rarely,Rarely,Sometimes,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.32412003,Male,18,Baden-Wurttemberg,3,0,Full time employment, , , , , 
2324,15/04/2020 23:00,week 3,1,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Not at all,Frequently,Not at all,Always,Not at all,Not at all,Not at all,Not at all, ,Frequently,Frequently,Always,Always,Always,Not at all,Not at all,Not at all,Sometimes,Not at all,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Büro,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.965234198,Female,32,Baden-Wurttemberg,2,0,Full time employment, , , , , 
2325,15/04/2020 23:01,week 3,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Frequently,Always,Frequently,Frequently,Always,Rarely,Always,Frequently,Not at all, ,Always,Always,Always,Always,Frequently,Sometimes,Always,Not at all,Frequently,Frequently,30,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.950759273,Male,61,Hesse,2,0,Full time employment, , , , , 
2326,15/04/2020 23:08,week 3,2,3,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Somewhat unwilling,Not at all,Always,Frequently,Always,Frequently,Rarely,Frequently,Frequently,Rarely,Rarely,Frequently,Frequently,Always,Always,Frequently,Not at all,Rarely,Frequently,Frequently,Always,24,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.220378888,Male,54,Brandenburg,3,1,Full time employment, , , , , 
2327,15/04/2020 23:24,week 3,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Always, ,Frequently,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.886109066,Female,27,North Rhine-Westphalia,2,0,Full time employment, , , , , 
2328,15/04/2020 23:30,week 3,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very unwilling,Not at all,Always,Always,Always,Always,Sometimes,Always,Frequently, , ,Not at all,Frequently,Always,Always,Frequently,Sometimes,Not at all,Always,Frequently,Frequently,6, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0.884240567,Male,50,Berlin,1,0,Not working, , , , , 
2329,15/04/2020 23:31,week 3,1,0,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Always,Always,Sometimes,Always,Not at all,Sometimes,Sometimes, , ,Not at all,Rarely,Rarely,Frequently,Frequently,Rarely,Rarely,Frequently,Sometimes,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.873331304,Male,71,Saxony,2,0,Retired, , , , , 
2330,15/04/2020 23:32,week 3,1,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Rarely,Always,Sometimes,Always,Always,Rarely,Not at all,Always,Sometimes, ,Rarely,Frequently,Frequently,Always,Always,Rarely,Not at all,Sometimes,Sometimes,Sometimes,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.172725052,Female,37,Lower Saxony,1,0,Full time employment, , , , , 
2331,15/04/2020 23:38,week 3,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Not at all,Always,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Not at all,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.875392406,Male,57,North Rhine-Westphalia,2,0,Retired, , , , , 
2332,15/04/2020 23:38,week 3,4,4,5,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat unwilling,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Rarely,Frequently,Frequently,Sometimes,Rarely,Frequently,4,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.862067388,Male,41,Berlin,4,2,Full time employment, , , , , 
2333,15/04/2020 23:42,week 3,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Not at all,Always,Not at all,Always,Always,Not at all,Always,Sometimes,Not at all,Not at all,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.869460885,Female,42,Thuringia,3,1,Full time employment, , , , , 
2334,15/04/2020 23:55,week 3,1,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Always,Not at all,Always,Rarely,Not at all,Sometimes,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Always,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,0.953560593,Male,64,Baden-Wurttemberg,2,0,Full time employment, , , , , 
2335,15/04/2020 23:59,week 3,4,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Rarely,Always,Frequently,Always,Frequently,Frequently,Always,Always,Not at all,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,Not at all,Frequently,Frequently,12,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Verwaltung,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.056104532,Female,51,Schleswig-Holstein,5,1,Full time employment, , , , , 
2336,16/04/2020 00:35,week 3,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Rarely,Always,Not at all,Always,Not at all,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.826877622,Male,85,Berlin,2,0,Retired, , , , , 
2337,16/04/2020 00:38,week 3,2,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Not sure,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Frequently,Frequently,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Always,Always,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.928627339,Male,37,Schleswig-Holstein,2,1,Full time employment, , , , , 
2338,16/04/2020 00:47,week 3,5,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Rarely,Always,Always,Always,Always,Always,Frequently,Always, ,Always,Always,Always,Always,Always,Frequently,Frequently,Not at all,Rarely,Frequently,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.957640657,Female,19,Hesse,7,1,Full time student, , , , , 
2339,16/04/2020 01:08,week 3,1,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Not at all,Always,Always,Sometimes,Always,Always, , ,Rarely,Always,Frequently,Always,Always,Sometimes,Not at all,Not at all,Not at all,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0.881728302,Female,23,North Rhine-Westphalia,2,0,Full time student, , , , , 
2340,16/04/2020 01:22,week 3,4,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Not at all,Frequently,Not at all,Frequently,Rarely,Not at all,Frequently,Always, , ,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Always,Always,7, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,0.960462253,Female,23,Baden-Wurttemberg,5,0,Full time student, , , , , 
2341,16/04/2020 01:36,week 3,0,0,0,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.994141657,Male,35,Baden-Wurttemberg,1,0,Retired, , , , , 
2342,16/04/2020 02:30,week 3,1,30,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Not at all, ,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Sometimes,25,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0.940564312,Female,35,North Rhine-Westphalia,2,0,Part time employment, , , , , 
2343,16/04/2020 02:36,week 3,2,8,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Always,Rarely,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.101384852,Female,48,Saxony-Anhalt,3,1,Full time employment, , , , , 
2344,16/04/2020 02:40,week 3,4,4,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Somewhat willing,Always,Always,Rarely,Always,Not at all,Always,Always,Always, , ,Always,Sometimes,Sometimes,Not at all,Always,Always,Always,Always,Always,Rarely,1, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.950759273,Male,77,Hesse,2,0,Other, , , , , 
2345,16/04/2020 02:58,week 3,1,3,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Very willing,Not at all,Frequently,Frequently,Always,Sometimes,Sometimes,Not at all,Not at all,Not at all, ,Sometimes,Always,Always,Always,Always,Sometimes,Not at all,Frequently,Sometimes,Sometimes,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.886109066,Female,33,North Rhine-Westphalia,2,0,Full time employment, , , , , 
2346,16/04/2020 03:02,week 3,0,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very unwilling,Not at all,Always,Sometimes,Frequently,Rarely,Not at all,Not at all,Rarely,Sometimes, ,Always,Always,Always,Always,Frequently,Not at all,Always,Not at all,Always,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.956443078,Male,44,Bavaria,2,0,Part time employment, , , , , 
2347,16/04/2020 03:05,week 3,1,1,0,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Not sure,Not at all,Always,Rarely,Rarely,Not at all,Rarely,Not at all,Not at all, , ,Always,Rarely,Not at all,Not at all,Not at all,Rarely,Not at all,Not at all,Frequently,Not at all,3, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0.936120964,Male,46,North Rhine-Westphalia,2,0,Not working, , , , , 
2348,16/04/2020 03:10,week 3,2,100,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Not at all,Always,Rarely,Always,Frequently,Rarely,Frequently,Not at all,Not at all, ,Always,Always,Frequently,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Frequently,Always,8,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.815072674,Female,23,Thuringia,2,0,Part time employment, , , , , 
2349,16/04/2020 03:24,week 3,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Rarely,Frequently,Always, ,Always,Not at all,Always,Always,Always,Frequently,Not at all,Frequently,Always,Always,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.415748602,Female,60,Brandenburg,2,0,Full time employment, , , , , 
2350,16/04/2020 03:48,week 3,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Not at all,Frequently,Always,Always,Not at all,Not at all,Always, , ,Not at all,Not at all,Always,Always,Not at all,Not at all,Not at all,Not at all,Always,Not at all,4, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,0.873331304,Male,73,Saxony,1,0,Retired, , , , , 
2351,16/04/2020 03:56,week 3,6,12,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Frequently,Always,Always,Always,Frequently,Always,Sometimes,Always,Always,Always,20,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,1.099366471,Female,19,Lower Saxony,4,0,Full time employment, , , , , 
2352,16/04/2020 04:07,week 3,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Rarely,Always,Frequently,Frequently,Always,Sometimes,Always,Not at all,Sometimes, ,Not at all,Sometimes,Always,Always,Always,Rarely,Always,Always,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.981043688,Male,52,Bavaria,1,0,Full time employment, , , , , 
2353,16/04/2020 04:10,week 3,0,3,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Frequently,Sometimes,Not at all,Not at all,Always,Not at all, ,Always,Frequently,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Büro,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.294124023,Female,49,Lower Saxony,1,0,Part time employment, , , , , 
2354,16/04/2020 04:20,week 3,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.980407572,Female,52,Berlin,2,0,Full time employment, , , , , 
