RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
2035,15/04/2020 17:53,week 3,2,20,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Frequently, ,Not at all,Not at all,Rarely,Rarely,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.893537805,Male,64,North-East,2,0,Retired, , , , , 
2036,15/04/2020 17:55,week 3,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,Always, , ,Always,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Rarely,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0.981065097,Male,68,Paris Area,1,0,Retired, , , , , 
2037,15/04/2020 17:56,week 3,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Sometimes,Frequently,Rarely,Always,Always,Always,Sometimes,Always, , ,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Always,2, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,1.246262892,Male,20,North-West,4,0,Unemployed, , , , , 
2038,15/04/2020 17:56,week 3,2,30,1,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Always,No,No,Yes,Neither easy nor difficult,Very willing,Not at all,Frequently, ,Frequently,Frequently,Frequently,Frequently, , ,Always,Frequently, , , ,Frequently,Frequently,Not at all,Frequently,Frequently,Frequently,20, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.104552029,Female,32,North-West,3,1,Not working, , , , , 
2039,15/04/2020 17:58,week 3,2,15,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Frequently,Sometimes,Frequently,Always,Frequently,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Sometimes,Sometimes,7,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.802794079,Male,60,South-East,3,3,Full time employment, , , , , 
2040,15/04/2020 17:59,week 3,1,1,0,"No, I have not","No, they have not",No,No,No,No,Yes,No,Not sure,Always,No,No,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Always, ,Always,Not at all,Always,Not at all,Always,Always,Not at all,Not at all,Always,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0.997611055,Male,32,North-West,1,0,Full time employment, , , , , 
2041,15/04/2020 17:59,week 3,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing, ,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Sometimes,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.955344127,Female,72,South-East,2,0,Retired, , , , , 
2042,15/04/2020 17:59,week 3,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Not at all,15, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,1.086232392,Female,72,Paris Area,2,0,Retired, , , , , 
2043,15/04/2020 18:00,week 3,4,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Frequently,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Frequently,Always,Always,Frequently,Always,Always,Rarely,Frequently,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.391902398,Female,21,Paris Area,4,0,Full time student, , , , , 
2044,15/04/2020 18:02,week 3,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Always,Not at all,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,1.086232392,Female,68,Paris Area,1,0,Retired, , , , , 
2045,15/04/2020 18:05,week 3,3,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Very willing,Not at all,Always,Frequently,Sometimes,Always,Frequently,Always,Always,Not at all,Always,Always,Not at all,Not at all,Frequently,Sometimes,Rarely,Not at all,Not at all,Frequently,Frequently,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.093695078,Female,34,South-West,4,2,Full time employment, , , , , 
2046,15/04/2020 17:43,week 3,1,2,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Always,No,No,Yes,Very easy,Very willing,Always,Always,Not at all,Frequently,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.932152673,Female,59,North-West,2,0,Retired, , , , , 
2047,15/04/2020 18:06,week 3,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Not at all,Not at all,Always,Always,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.937479948,Male,46,North-West,5,3,Full time employment, , , , , 
2048,15/04/2020 18:07,week 3,2,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.893537805,Male,68,North-East,3,1,Retired, , , , , 
2049,15/04/2020 18:09,week 3,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Frequently,Sometimes,Frequently,Always,Frequently,Always,Always,Not at all,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Not at all,Always,Sometimes,Sometimes,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.929334692,Male,39,South-East,4,2,Full time employment, , , , , 
2050,15/04/2020 18:10,week 3,2,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Always,Frequently,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.922990284,Female,65,South-West,2,0,Part time employment, , , , , 
2051,15/04/2020 18:11,week 3,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Frequently,Always,Not at all,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.086232392,Female,62,Paris Area,1,0,Retired, , , , , 
2052,15/04/2020 18:13,week 3,5,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Rarely,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.974608318,Male,39,North-West,5,3,Full time employment, , , , , 
2053,15/04/2020 18:15,week 3,1,15,0,"No, I have not", ,No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Frequently,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0.893537805,Male,71,North-East,2,0,Retired, , , , , 
2054,15/04/2020 18:15,week 3,2,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Frequently,Always,Always,Always,Always,Sometimes,Always,Always,Frequently,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Sometimes,7,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.985083356,Female,46,North-West,4,1,Full time employment, , , , , 
2055,15/04/2020 18:16,week 3,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Sometimes,Always,Frequently,Always,Not at all,Always,Always,Not at all,Not at all,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Frequently,30,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.137022265,Female,40,North-West,4,2,Full time employment, , , , , 
2056,15/04/2020 18:18,week 3,1,10,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.928265196,Male,53,South-West,2,2,Full time employment, , , , , 
2057,15/04/2020 18:21,week 3,0, ,1,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Frequently,50,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.026484202,Male,34,Paris Area,1,1,Full time employment, , , , , 
2058,15/04/2020 18:21,week 3,1,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Not at all,Always,Frequently,Not at all,Frequently,Always, ,Always,Always,Always,Always,Always,Not at all,Always,Always,Rarely,Rarely,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,0.964612764,Male,48,Paris Area,2,0,Full time employment, , , , , 
2059,15/04/2020 18:25,week 3,2,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,6,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.964612764,Male,53,Paris Area,3,1,Full time employment, , , , , 
2060,15/04/2020 18:31,week 3,1,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Frequently,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Frequently,Not at all,Frequently,Rarely,Always,Rarely,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.992037027,Female,78,South-West,2,0,Retired, , , , , 
2061,15/04/2020 18:31,week 3,1, ,1,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Frequently,No,No,No,Neither easy nor difficult,Somewhat willing,Sometimes,Sometimes,Sometimes,Frequently,Rarely,Not at all,Not at all,Not at all,Sometimes,Not at all,Not at all,Always,Always,Always,Rarely,Sometimes,Always,Not at all,Frequently,Sometimes,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.979233089,Male,35,South-East,4,4,Full time employment, , , , , 
2062,15/04/2020 18:31,week 3,1,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Rarely,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.904883934,Male,66,North-West,2,2,Retired, , , , , 
2063,15/04/2020 18:32,week 3,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Rarely,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.979233089,Male,43,South-East,4,2,Full time employment, , , , , 
2064,15/04/2020 18:32,week 3,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.939323131,Female,45,South-East,4,4,Full time employment, , , , , 
2065,15/04/2020 18:33,week 3,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.985102242,Male,29,North-East,2,2,Full time employment, , , , , 
2066,15/04/2020 18:33,week 3,3,0,1,"No, I have not","No, they have not",No,Yes,No,No,Yes,No,No,Always,No,No,Yes,Very easy,Very willing,Not at all,Always,Not at all,Frequently,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Rarely,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.137022265,Female,35,North-West,4,2,Full time student, , , , , 
2067,15/04/2020 18:33,week 3,15,14,10,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Always,Rarely,Frequently,Always,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Frequently,Always, ,Frequently,Not at all,Sometimes,Rarely,Frequently,12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.972548034,Female,59,South-West,2,1,Full time employment, , , , , 
2068,15/04/2020 18:34,week 3,5,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Sometimes,Frequently,Sometimes,Always,Frequently,Frequently,Sometimes,Frequently,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Sometimes,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.939323131,Female,54,South-East,1,0,Full time employment, , , , , 
2069,15/04/2020 18:34,week 3,2,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Sometimes,Always,Frequently,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.936575981,Female,67,South-East,3,0,Retired, , , , , 
2070,15/04/2020 18:35,week 3,0,15,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Always,Sometimes,Frequently,Frequently,Always,Always,Not at all,Always,Always,Frequently,Always,Always,Always,Sometimes,Always,Always,Frequently,Frequently,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.880963949,Male,54,South-West,1,1,Full time employment, , , , , 
2071,15/04/2020 18:38,week 3,1,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Not at all,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.024960117,Female,51,North-East,2,1,Part time employment, , , , , 
2072,15/04/2020 18:38,week 3,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Frequently,Always,Frequently,Always,Always,Frequently,Frequently,Always, ,Always, ,Always,Always,Always,Frequently, , ,Not at all,Frequently, ,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.048368139,Female,47,South-West,4,2,Full time employment, , , , , 
2073,15/04/2020 18:40,week 3,4,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Frequently,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Rarely,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.83362783,Male,63,South-West,4,0,Retired, , , , , 
2074,15/04/2020 18:40,week 3,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.093695078,Female,25,South-West,2,0,Full time employment, , , , , 
2075,15/04/2020 18:47,week 3,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Sometimes,Not at all,Not at all,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0.9468668,Male,53,South-West,1,0,Not working, , , , , 
2076,15/04/2020 18:50,week 3,1,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.169930291,Female,41,Paris Area,2,0,Full time employment, , , , , 
2077,15/04/2020 18:52,week 3,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Frequently,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0.939323131,Female,46,South-East,4,2,Full time employment, , , , , 
2078,15/04/2020 18:52,week 3,50,48,0,"No, I have not","Yes, and they tested negative",Yes,No,No,No,Yes,No,Not sure,Not at all,No,No,Not sure,Somewhat easy,Very willing,Not at all,Frequently,Frequently,Always,Frequently,Frequently,Always,Always,Not at all, ,Always,Not at all,Not at all,Sometimes,Sometimes,Frequently,Not at all,Not at all,Not at all,Not at all,20,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Distribution produits bricolage,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.197543024,Female,26,Paris Area,2,0,Full time employment, , , , , 
2079,15/04/2020 19:00,week 3,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Frequently,Always,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.206459914,Male,20,North-East,5,4,Full time employment, , , , , 
