RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,i12_health_21_ph,i12_health_22_ph,i12_health_23_ph,m1_1,m1_2,m1_3,m1_4,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_96,m4_99,m4_other,m5_1,m5_2,m6_1,m6_2,m6_3,m6_4,m6_5,m6_6,m6_7,m6_8,m6_96,m6_other,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_8,m7_9,m7_10,m7_11,m8_1,m8_2,m8_3,m8_4,m8_5,m8_6,m8_7,m8_8,m8_96,m8_99,m8_other,m9_1,m9_2,m9_3,m9_4,m9_5,m9_6,m9_7,m10,m11,m12_1,m12_2,m12_3,m12_4,m12_5,m12_6,m12_7,m12_8,m12_96,m12_99,m12_other,m13_1,m13_2,m13_3,m13_4,m13_5,m13_6,m13_8,m13_9,m13_10,m13_11,v1,v2_1,v2_2,v2_3,v2_4,v2_5,v2_99,v3,v3_open,v4_1,v4_2,v4_3,v4_4,v4_5,v4_96,v4_99,v3_other
1800,29/04/2020 21:17,week 2,10,1,0, , , ,No,Very difficult,Very unwilling,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.819720503,Female,57,National Capital Region (NCR),6,1,Full time employment,6,Several days,Prefer not to say,Nearly every day,Nearly every day,Always,Always,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1801,29/04/2020 09:18,week 2,5,10,2, , , ,No,Somewhat difficult,Neither willing nor unwilling,Always,Sometimes,Always,Always,Rarely,Frequently,Frequently,Sometimes,Sometimes,Not at all,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Always,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.484708024,Female,31,National Capital Region (NCR),4,2,Full time employment,8,Several days,Several days,Prefer not to say,Prefer not to say,Sometimes,Sometimes,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1802,29/04/2020 09:22,week 2,4,10,5, , , ,Yes,Somewhat difficult,Very willing,Frequently,Always,Always,Always,Always,Always,Always,Always, , ,Sometimes,Sometimes,Frequently,Always,Always,Frequently,Sometimes,Sometimes,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.802459937,Female,24,Central Luzon,5,0,Retired,3,Several days,Several days,Not at all,Several days,Frequently,Frequently,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1803,29/04/2020 09:22,week 2,4,0,2, , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Always,Always,Always,Rarely,Frequently,Always,Always,Always, ,Not at all,Rarely,Rarely,Sometimes,Always,Rarely,Not at all,Always,Sometimes,Not at all,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure, , , , , , , ,1.136551083,Male,27,Davao Region,3,0,Part time employment,6,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1804,29/04/2020 09:23,week 2,2,6,0, , , ,Not sure,Somewhat easy,Very willing,Always,Frequently,Sometimes,Frequently,Frequently,Always,Always,Always, ,Always,Sometimes,Sometimes,Always,Always,Always,Always,Rarely,Rarely,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.485027566,Female,30,Caraga,3,1,Not working,4,Several days,Not at all,Not at all,Several days,Frequently,Always,Rarely, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1805,29/04/2020 09:24,week 2,3,1,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Frequently,Frequently,Always,Frequently,Always,Always,Always,Frequently, ,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.819720503,Female,76,National Capital Region (NCR),7,0,Part time employment,7,Several days,Several days,Several days,Several days,Frequently,Frequently,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1806,29/04/2020 09:28,week 2,1,0,0, , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Always, ,Always,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,1.802847866,Female,19,Soccsksargen,2,1,Part time employment,6,Several days,Not at all,Several days,More than half the days,Always,Frequently,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1807,29/04/2020 09:34,week 2,3,20,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.572023658,Female,45,Davao Region,4,1,Full time employment,6,Several days,Several days,Several days,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1808,29/04/2020 09:36,week 2,5,0,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Sometimes,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.802459937,Female,23,Central Luzon,6,2,Retired,10,Not at all,Not at all,Not at all,Several days,Always,Always,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1809,29/04/2020 09:37,week 2,50,10,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Not at all,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.367605672,Female,21,Eastern Visayas,8 or more,4,Full time employment,5,Not at all,Several days,Several days,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1810,29/04/2020 09:38,week 2,8,8,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Sometimes,Always,Always,Always,Always,Always,Not at all,Sometimes,Always,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, ,1.367605672,Female,22,Western Visayas,3,0,Part time employment,5,Several days,Not at all,Not at all,Not at all,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1811,29/04/2020 09:40,week 2,2,0,2, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.802459937,Female,19,National Capital Region (NCR),Don't know,1,Retired,10,Not at all,Not at all,Not at all,Not at all,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1812,29/04/2020 09:41,week 2,8,0,0, , , ,Yes,Very easy,Very willing,Frequently,Always,Always,Always,Always,Always,Always,Always, , ,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.819720503,Female,65,National Capital Region (NCR),8 or more,0,Full time student,8,Not at all,Not at all,Not at all,Not at all,Frequently,Always,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1813,29/04/2020 09:42,week 2,10,6,2, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.379494793,Male,19,National Capital Region (NCR),8 or more,5 or more,Part time employment,7,Several days,Several days,Several days,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1814,29/04/2020 09:45,week 2,4,5,0, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Rarely,Not at all,Sometimes,Always,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.571900572,Female,45,Cordillera Administrative Region (CAR),5,2,Part time employment,6,Several days,Not at all,Several days,Several days,Always,Always,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1815,29/04/2020 09:46,week 2,7,7,1, , , ,Not sure,Neither easy nor difficult,Somewhat unwilling,Always,Always,Always,Frequently,Always,Always,Always,Always, , ,Frequently,Always,Always,Always,Always,Always,Sometimes,Always,Not at all,Always,5, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.136306525,Male,26,National Capital Region (NCR),7,0,Unemployed,7,Several days,Several days,Several days,Several days,Always,Always,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1816,29/04/2020 09:46,week 2,5,6,4, , , ,No,Very difficult,Neither willing nor unwilling,Always,Always,Rarely,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.802459937,Female,21,Calabarzon,5,2,Retired,4,Several days,Several days,Several days,Nearly every day,Always,Frequently,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1817,29/04/2020 09:46,week 2,3,0,0, , , ,Yes,Very easy,Very willing,Frequently,Always,Frequently,Always,Always,Rarely,Rarely,Rarely, ,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.437698417,Male,51,National Capital Region (NCR),8 or more,3,Retired,5,Not at all,Not at all,Not at all,Not at all,Rarely,Rarely,Rarely, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1818,29/04/2020 09:47,week 2,2,1,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.802459937,Female,24,National Capital Region (NCR),5,2,Full time employment,4,Not at all,Not at all,Not at all,Not at all,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1819,29/04/2020 09:51,week 2,3,2,0, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.802459937,Female,20,Cagayan Valley,5,1,Part time employment,8,Several days,Prefer not to say,Not at all,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1820,29/04/2020 09:56,week 2,2,2,0,No,Sometimes,Not sure,Yes,Neither easy nor difficult,Somewhat unwilling,Always,Rarely,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Frequently, ,Sometimes,Rarely,Rarely,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,9, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, ,Not sure,No,No,Yes,No,No,No,No,1.046683405,Male,18,Central Visayas,3,2,Part time employment,1,Nearly every day,Several days,Nearly every day,Not at all,Frequently,Rarely,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1821,29/04/2020 09:57,week 2,6,2,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Not at all,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.126513313,Female,30,Central Visayas,6,1,Part time employment,10,Not at all,Not at all,Not at all,Not at all,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1822,29/04/2020 09:57,week 2,2,0,0, , , ,Not sure,Very difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Rarely,Sometimes,2,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.802459937,Female,24,National Capital Region (NCR),2,0,Full time employment,7,Nearly every day,Several days,Several days,Nearly every day,Frequently,Always,Rarely, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1823,29/04/2020 09:58,week 2,1,2,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,18,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.485027566,Female,30,Davao Region,1,0,Part time employment,6,Several days,Not at all,Not at all,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1824,29/04/2020 10:00,week 2,2,0,0,No,Always,No,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Always,Frequently,Frequently,Always,Always,Frequently, , ,Sometimes,Frequently,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,No,1.802847866,Female,20,Davao Region,3,0,Part time employment,4,More than half the days,Several days,More than half the days,More than half the days,Always,Rarely,Rarely, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1825,29/04/2020 10:02,week 2,7,0,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Frequently,Frequently,Always,Always,Always,Always,Rarely,Rarely,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.802459937,Female,21,National Capital Region (NCR),8 or more,1,Part time employment,5,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Always,Always,Rarely, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1826,29/04/2020 10:02,week 2,5,5,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Frequently,Always,Frequently,Always, ,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.484708024,Female,34,Calabarzon,2,2,Unemployed,7,Several days,Several days,More than half the days,Several days,Rarely,Always,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1827,29/04/2020 10:05,week 2,5,5,1, , , ,No,Not sure,Not sure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,4, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.627364937,Male,73,National Capital Region (NCR),Don't know,0,Full time student,0,More than half the days,More than half the days,More than half the days,More than half the days,Sometimes,Sometimes,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1828,29/04/2020 10:07,week 2,2,1,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Sometimes,Frequently,Always,Frequently,Always,Always,Frequently,Always,Frequently,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.379494793,Male,19,Calabarzon,4,4,Part time employment,6,Nearly every day,Several days,Not at all,Several days,Frequently,Frequently,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
