RecordNo,endtime,qweek,gender,region,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,age,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,WCRex2,WCRV_4,CORE_B2_4,WCRex1,i12_health_21,i12_health_22,i12_health_23,i12_health_24,i12_health_25,r1_1,r1_2,r1_3,r1_4,r1_5,r1_6,r1_7
1802,03/05/2020 11:41,week 2,Female,Kyūshū,6,3,1, , , ,No,Very easy,Somewhat willing,Frequently,Frequently,Not at all,Frequently,Sometimes,Sometimes,Sometimes,Rarely, , ,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,56,3,0,Not working,10,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,A fair amount of confidence,I am not very scared that I will contract the Coronavirus (COVID-19),Much more happy now, , , , , , , , , , , , , 
1803,03/05/2020 11:42,week 2,Male,Tōhoku,1,0,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Frequently,Sometimes,Frequently,Always,Frequently,Rarely,Always, , ,Rarely,Always,Always,Always,Frequently,Rarely,Not at all,Rarely,Rarely,Rarely,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,72,2,0,Retired,6,Several days,More than half the days,Several days,Several days,Not very much confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1804,03/05/2020 11:43,week 2,Female,Kantō,2,3,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Not at all,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,64,2,0,Not working,6,Several days,Several days,Several days,Several days,A lot of confidence,I am very scared that I will contract the Coronavirus (COVID-19),Somewhat more happy now, , , , , , , , , , , , , 
1805,03/05/2020 11:43,week 2,Male,Kantō,2,0,0, , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Always,Always,Not at all,Always,Always,Frequently,Not at all,Sometimes, , ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,69,3,0,Unemployed,7,More than half the days,More than half the days,More than half the days,More than half the days,Not very much confidence,I am very scared that I will contract the Coronavirus (COVID-19),Much less happy now, , , , , , , , , , , , , 
1806,03/05/2020 11:45,week 2,Female,Kantō,1,10,1, , , ,Yes,Very difficult,Neither willing nor unwilling,Always,Always,Frequently,Always,Sometimes,Frequently,Always,Frequently,Sometimes, ,Frequently,Sometimes,Always,Always,Frequently,Sometimes,Rarely,Rarely,Rarely,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,64,2,0,Part time employment,7,Not at all,Not at all,Not at all,Not at all,No confidence at all,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1807,03/05/2020 11:45,week 2,Male,Kantō,1,3,1,No,Always,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.921276698,24,2,0,Full time employment,4,Nearly every day,Not at all,Nearly every day,Nearly every day,A lot of confidence,I am very scared that I will contract the Coronavirus (COVID-19),Much less happy now, , , , , , , , , , , , , 
1808,03/05/2020 11:45,week 2,Male,Chūbu,3,5,3, , , ,Not sure,Somewhat difficult,Somewhat willing,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, ,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Always,Rarely,Sometimes,Sometimes,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,67,2,0,Full time employment,5,Several days,Several days,Several days,Several days,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),Somewhat more happy now, , , , , , , , , , , , , 
1809,03/05/2020 11:47,week 2,Male,Chūbu,2,5,0, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Frequently,Always,Frequently,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.921276698,24,3,0,Full time student,7,Not at all,Not at all,Several days,Not at all,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1810,03/05/2020 11:50,week 2,Male,Chūbu,1,8,1, , , ,Yes,Somewhat difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,Always, , ,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Not at all,Rarely,Rarely,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,71,2,0,Retired,6,Several days,Several days,Several days,Not at all,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1811,03/05/2020 11:53,week 2,Male,Kantō,15,15,4, , , ,No,Not sure,Very willing,Always,Frequently,Always,Always,Always,Rarely,Always,Always, , ,Not at all,Rarely,Sometimes,Sometimes,Always,Sometimes,Rarely,Rarely,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,80,3,0,Other,9,Nearly every day,Prefer not to say,Several days,Prefer not to say,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1812,03/05/2020 11:54,week 2,Male,Chūbu,3,2,2, , , ,Yes,Somewhat easy,Neither willing nor unwilling,Frequently,Frequently,Sometimes,Always,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,66,1,0,Retired,5,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1813,03/05/2020 11:55,week 2,Male,Chūbu,2,10,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Not at all,Rarely,Always,Rarely,Rarely,Always, , ,Always,Rarely,Rarely,Always,Always,Not at all,Not at all,Not at all,Sometimes,Frequently,14, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.921276698,18,3,0,Full time student,3,Several days,Several days,Several days,Several days,No confidence at all,I am not at all scared that I will contract the Coronavirus (COVID-19),Much less happy now, , , , , , , , , , , , , 
1814,03/05/2020 11:56,week 2,Male,Chūbu,0,0,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Not at all,Always,Not at all,Sometimes,Not at all,Always,Sometimes, ,Sometimes,Rarely,Always,Always,Sometimes,Rarely,Not at all,Not at all,Rarely,Rarely,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.903382471,54,1,0,Full time employment,3,Nearly every day,Prefer not to say,Prefer not to say,Prefer not to say,Not very much confidence,I am not very scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1815,03/05/2020 11:57,week 2,Female,Hokkaidō,1,1,1,Not sure,Always,No,Yes,Somewhat difficult,Very willing,Always,Always,Rarely,Always,Always,Always,Frequently,Always, , ,Sometimes,Always,Always,Always,Always,Sometimes,Rarely,Sometimes,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,1.115408749,72,2,0,Not working,8,Several days,Several days,Several days,Several days,Not very much confidence,I am very scared that I will contract the Coronavirus (COVID-19),Somewhat less happy now, , , , , , , , , , , , , 
1816,03/05/2020 11:58,week 2,Male,Shikoku,2,2,4, , , ,Yes,Somewhat easy,Very willing,Always,Always,Rarely,Always,Always,Rarely,Always,Always,Rarely, ,Always,Rarely,Always,Always,Always,Rarely,Always,Always,Rarely,Rarely,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,69,2,0,Full time employment,9,Several days,Several days,Several days,Several days,A fair amount of confidence,I am not very scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1817,03/05/2020 11:58,week 2,Male,Kyūshū,2,0,1,No,Always,No,Yes,Somewhat easy,Very willing,Frequently,Always,Sometimes,Always,Frequently,Frequently,Always,Always, , ,Sometimes,Rarely,Frequently,Always,Frequently,Sometimes,Always,Not at all,Sometimes,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,0.921276698,19,3,0,Full time student,6,Several days,Several days,More than half the days,More than half the days,A lot of confidence,I am not very scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1818,03/05/2020 11:59,week 2,Male,Kyūshū,5,0,2, , , ,Yes,Not sure,Somewhat willing,Sometimes,Always,Rarely,Always,Always,Always,Sometimes,Always, , ,Rarely,Always,Always,Always,Frequently,Sometimes,Rarely,Always,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,69,1,0,Unemployed,5,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Not very much confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1819,03/05/2020 12:00,week 2,Female,Chūbu,5,1,1, , , ,Yes,Very difficult,Very willing,Always,Always,Sometimes,Always,Always,Always,Always,Always, , ,Sometimes,Always,Always,Always,Always,Rarely,Not at all,Not at all,Sometimes,Not at all,3, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,60,5,0,Other,7,Several days,Prefer not to say,Prefer not to say,Prefer not to say,A fair amount of confidence,Don't know,About the same, , , , , , , , , , , , , 
1820,03/05/2020 12:00,week 2,Female,Chūbu,1,0,0, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always,Frequently, ,Frequently,Always,Always,Always,Frequently,Frequently,Always,Always,Sometimes,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,67,2,0,Part time employment,8,Several days,Several days,Several days,Several days,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),Somewhat less happy now, , , , , , , , , , , , , 
1821,03/05/2020 12:03,week 2,Male,Kyūshū,3,30,0,No,Always,No,Yes,Very easy,Somewhat willing,Always,Rarely,Not at all,Frequently,Always,Always,Always,Always, , ,Sometimes,Not at all,Not at all,Always,Always,Always,Not at all,Not at all,Rarely,Always,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,Yes,No,No,No,No,0.921276698,19,3,0,Full time student,3,Several days,More than half the days,More than half the days,Several days,Not very much confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),Much less happy now, , , , , , , , , , , , , 
1822,03/05/2020 12:04,week 2,Female,Chūgoku,1,6,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Sometimes,Always,Always,Sometimes,Frequently,Frequently, , ,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Always,Sometimes,Sometimes,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,60,2,0,Not working,8,Not at all,Not at all,Not at all,Not at all,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),Somewhat less happy now, , , , , , , , , , , , , 
1823,03/05/2020 12:06,week 2,Male,Kyūshū,3,2,1, , , ,Not sure,Not sure,Somewhat willing,Always,Always,Rarely,Frequently,Always,Frequently,Always,Frequently,Sometimes, ,Frequently,Frequently,Frequently,Always,Always,Sometimes,Always,Sometimes,Frequently,Not at all,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,70,2,0,Part time employment,6,Prefer not to say,Prefer not to say,Several days,Prefer not to say,Don't know,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1824,03/05/2020 12:07,week 2,Male,Tōhoku,2,4,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Sometimes,Sometimes,Not at all,Always,Rarely,Sometimes,Always,Rarely,Not at all,Not at all,Frequently,Frequently,Frequently,Rarely,Sometimes,Always,Rarely,Sometimes,Not at all,3,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,71,3,1,Full time employment,8,More than half the days,Prefer not to say,Prefer not to say,Prefer not to say,A lot of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1825,03/05/2020 12:07,week 2,Female,Chūbu,2,0,1, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Sometimes,Always,Always,Frequently,Always,Always, , ,Frequently,Sometimes,Frequently,Always,Always,Sometimes,Rarely,Not at all,Not at all,Always,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,55,1,0,Not working,3,Nearly every day,Nearly every day,Nearly every day,Several days,Not very much confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1826,03/05/2020 12:07,week 2,Male,Chūbu,4,4,1, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always, ,Not at all,Frequently,Rarely,Sometimes,Always,Always,Rarely,Frequently,Not at all,Sometimes,Sometimes,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.921276698,18,Don't know,1,Full time student,5,Prefer not to say,Prefer not to say,Several days,Prefer not to say,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1827,03/05/2020 12:10,week 2,Female,Chūbu,1,3,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Rarely,Always,Sometimes, ,Frequently,Rarely,Sometimes,Always,Frequently,Frequently,Not at all,Rarely,Frequently,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,65,2,0,Full time employment,5,Several days,Several days,Several days,Several days,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),Much less happy now, , , , , , , , , , , , , 
1828,03/05/2020 12:11,week 2,Female,Chūbu,1,0,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Rarely,Sometimes,Always,Always,Sometimes,Rarely,Sometimes, , ,Sometimes,Not at all,Always,Always,Sometimes,Sometimes,Not at all,Always,Rarely,Sometimes,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,61,2,0,Unemployed,8,Several days,Several days,Several days,Several days,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1829,03/05/2020 12:12,week 2,Female,Chūbu,3,2,2,No,Frequently,No,Yes,Somewhat easy,Very willing,Always,Always,Not at all,Always,Always,Sometimes,Sometimes,Frequently, , ,Sometimes,Frequently,Always,Always,Always,Sometimes,Always,Not at all,Frequently,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,1.115408749,59,4,0,Not working,4,More than half the days,Several days,More than half the days,Several days,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1830,03/05/2020 12:13,week 2,Male,Chūbu,3,2,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Sometimes,Always,Always,Frequently,Frequently,Always,Frequently, ,Sometimes,Sometimes,Always,Always,Always,Frequently,Always,Frequently,Sometimes,Frequently,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.992099806,65,2,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all,Not very much confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1831,03/05/2020 12:22,week 2,Female,Chūbu,3,10,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Not at all,Always,Always,Frequently,Frequently,Always,Sometimes, ,Frequently,Sometimes,Always,Always,Always,Sometimes,Always,Rarely,Sometimes,Sometimes,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,公共施設,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,58,3,0,Full time employment,7,Not at all,Not at all,Not at all,Not at all,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same, , , , , , , , , , , , , 
1832,03/05/2020 12:27,week 2,Female,Chūbu,2,15,1, , , ,Yes,Very difficult,Very unwilling,Always,Always,Not at all,Rarely,Frequently,Sometimes,Sometimes,Frequently,Not at all, ,Always,Not at all,Not at all,Not at all,Sometimes,Not at all,Always,Sometimes,Not at all,Rarely,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115408749,73,3,Prefer not to say,Part time employment,6,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),Somewhat less happy now, , , , , , , , , , , , , 
