RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,household_children,weight,gender,age,city,household_size,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
264,03/04/2020 12:09,week 1,3,2,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat unwilling,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes, ,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Always,Sometimes,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,1.058727654,Male,19,Nanjing,5,No,No,Yes,No,No,No,No, , , , , 
265,03/04/2020 12:10,week 1,2,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Sometimes,Frequently,Frequently,Always,Always,Frequently,Frequently,Always, , ,Always,Always,Always,Always,Frequently,Rarely,Always,Not at all,Frequently,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.895984202,Male,21,Mianyang,4,No,No,Yes,No,No,No,No, , , , , 
266,03/04/2020 12:10,week 1,2,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.883433337,Male,18,Beijing,3,No,No,Yes,No,No,No,No, , , , , 
267,03/04/2020 12:10,week 1,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Frequently,Sometimes,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Always,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0.877187523,Female,20,Jiujiang,6,No,No,Yes,No,No,No,No, , , , , 
268,03/04/2020 12:10,week 1,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Sometimes,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.934400711,Female,26,Chengdu,5,Yes,No,Yes,No,No,No,No, , , , , 
269,03/04/2020 12:10,week 1,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Frequently,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.100556615,Female,24,Fuzhou -  Fujian,4,Yes,No,No,No,No,No,No, , , , , 
270,03/04/2020 12:11,week 1,5,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Always,Frequently, , ,Frequently,Frequently,Frequently,Always,Always,Frequently,Rarely,Sometimes,Sometimes,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,1.115332813,Male,35,Zhuhai,8 or more,No,No,No,No,No,No,Yes, , , , , 
271,03/04/2020 12:11,week 1,5,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Always,Always,Always,Always,Not at all,Always,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Rarely,Always,Always,Not at all,Not at all,Not at all,Not at all,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.993989048,Female,20,Huaian,5,No,Yes,No,No,No,No,No, , , , , 
272,03/04/2020 12:11,week 1,3,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,Always,Always,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0.877187523,Female,21,Ji'an -  Jiangxi,3,No,No,Yes,No,No,No,No, , , , , 
273,03/04/2020 12:11,week 1,2,2,3,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,Always,No,No,Yes,Somewhat difficult,Neither willing nor unwilling,Always,Frequently,Frequently,Not at all,Always,Sometimes,Always,Always, ,Frequently,Always,Not at all,Always,Always,Always,Sometimes,Not at all,Not at all,Rarely,Sometimes,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1,0.943927683,Male,18,Cangzhou,3,No,No,Yes,No,No,No,No, , , , , 
274,03/04/2020 12:11,week 1,4,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Rarely,Rarely,Frequently,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.963663852,Female,20,Jinan,4,No,No,Yes,No,No,No,No, , , , , 
275,03/04/2020 12:11,week 1,6,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Frequently,Frequently,Rarely,Frequently,Always,Frequently,Always,Frequently, ,Sometimes,Frequently,Frequently,Frequently,Always,Always,Frequently,Rarely,Not at all,Sometimes,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.877187523,Female,20,Xinzhou,5,No,No,Yes,No,No,No,No, , , , , 
276,03/04/2020 12:11,week 1,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.124238234,Female,27,Fuzhou -  Fujian,2,No,No,Yes,No,No,No,No, , , , , 
277,03/04/2020 12:12,week 1,2,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Always,Always,Always,Sometimes,Always,Not at all, , ,Always,Sometimes,Always,Always,Always,Sometimes,Frequently,Rarely,Sometimes,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.934318835,Male,21,Chengdu,3,No,No,Yes,No,No,No,No, , , , , 
278,03/04/2020 12:12,week 1,2,6,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Sometimes,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.934400711,Female,25,Wuhan,3,No,No,Yes,No,No,No,No, , , , , 
279,03/04/2020 12:12,week 1,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Frequently,Frequently,Frequently,Always,Always,Frequently, , ,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.950304142,Female,26,Shanghai,1,No,No,No,No,Yes,No,No, , , , , 
280,03/04/2020 12:12,week 1,2,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Frequently,Sometimes,Always,Always,Frequently,Always,Always, , ,Frequently,Rarely,Sometimes,Sometimes,Always,Frequently,Frequently,Rarely,Sometimes,Always,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.055401329,Female,20,Foshan,3,No,No,Yes,No,No,No,No, , , , , 
281,03/04/2020 12:12,week 1,2,6,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Frequently,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Frequently,Always,Sometimes,6,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.902442929,Male,26,Beijing,3,Yes,No,No,No,No,No,No, , , , , 
282,03/04/2020 12:12,week 1,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,Sometimes,Frequently, ,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Always,Sometimes,Always,Frequently,3,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Prefer not to say,1.078111303,Female,31,Foshan,5,Yes,No,No,No,No,No,No, , , , , 
283,03/04/2020 12:12,week 1,2,15,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Always,Always,Always,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.950304142,Female,32,Shanghai,3,Yes,No,No,No,No,No,No, , , , , 
284,03/04/2020 12:13,week 1,5,10,2,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Frequently,Sometimes,Always,Always,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.00901741,Female,32,Guangzhou,5,Yes,No,No,No,No,No,No, , , , , 
285,03/04/2020 12:13,week 1,3,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Sometimes,Frequently,14,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.914717941,Female,22,Taiyuan,4,No,Yes,No,No,No,No,No, , , , , 
286,03/04/2020 12:13,week 1,0,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Always,Frequently,Sometimes,Always,Not at all,Not at all,Not at all,Always,Not at all,Always,Always,Not at all,Not at all,Not at all,Frequently,Sometimes,Not at all,Not at all,Frequently,Rarely,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,????,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,1,1.101213447,Male,34,Guigang,4,Yes,No,No,No,No,No,No, , , , , 
287,03/04/2020 12:13,week 1,0,2,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Rarely,Always,Sometimes,Always,Frequently,Always,Frequently,Always, , ,Frequently,Frequently,Always,Always,Frequently,Always,Sometimes,Sometimes,Sometimes,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.895984202,Male,22,Zhoukou,Don't know,No,No,Yes,No,No,No,No, , , , , 
288,03/04/2020 12:13,week 1,2,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Somewhat unwilling,Frequently,Frequently,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Frequently,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.9444053,Male,21,Xian,3,No,No,Yes,No,No,No,No, , , , , 
289,03/04/2020 12:13,week 1,5,15,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0.976602113,Male,38,Taian,6,Yes,No,No,No,No,No,No, , , , , 
290,03/04/2020 12:14,week 1,2,3,3,"Yes, and I have not received my results from the test yet","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Rarely,Always,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.058820432,Female,26,Hangzhou,3,Yes,No,No,No,No,No,No, , , , , 
291,03/04/2020 12:14,week 1,5,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Always,Rarely,Frequently,Always,Sometimes,Frequently,Always,Not at all, ,Sometimes,Sometimes,Always,Always,Frequently,Always,Always,Sometimes,Rarely,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.078016835,Male,21,Shantou,8 or more,No,No,Yes,No,No,No,No, , , , , 
292,03/04/2020 12:14,week 1,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Not at all,Rarely,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Always,Not at all,Rarely,Always,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.895984202,Male,22,Deyang,4,No,No,Yes,No,No,No,No, , , , , 
293,03/04/2020 12:14,week 1,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.934400711,Female,30,Changsha,3,Yes,No,No,No,No,No,No, , , , , 
294,03/04/2020 12:14,week 1,2,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Always,Not at all,Not at all,Always,Always,Sometimes,Always,Rarely, , ,Sometimes,Always,Always,Always,Always,Frequently,Always,Always,Not at all,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.895984202,Male,20,Dazhou,3,No,No,Yes,No,No,No,No, , , , , 
295,03/04/2020 12:14,week 1,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Always,Sometimes,Sometimes,Sometimes,Always,Frequently,Sometimes,Sometimes,Always,Always,1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0.915263861,Male,30,Shangrao,4,Yes,No,No,No,No,No,No, , , , , 
296,03/04/2020 12:15,week 1,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Frequently,Frequently,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.984399833,Female,32,Tianjin,3,Yes,No,No,No,No,No,No, , , , , 
297,03/04/2020 12:15,week 1,4,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very unwilling,Frequently,Not at all,Not at all,Not at all,Always,Rarely,Not at all,Not at all,Always, ,Rarely,Rarely,Not at all,Not at all,Always,Rarely,Not at all,Not at all,Not at all,Not at all,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Prefer not to say,0.96666065,Male,43,Nanchang,5,Yes,No,No,No,No,No,No, , , , , 
298,03/04/2020 12:15,week 1,3,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Neither willing nor unwilling,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Always,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Always,Sometimes,Not at all,Rarely,Frequently,Frequently,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.008928996,Male,24,Guangzhou,3,Yes,No,No,No,No,No,No, , , , , 
299,03/04/2020 12:15,week 1,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Not at all,Frequently,Always,Frequently,Always,Not at all,Always,Not at all,Not at all,Always,Always,Always,Frequently,Frequently,Always,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,1.081509204,Male,27,Hangzhou,4,Yes,No,No,No,No,No,No, , , , , 
300,03/04/2020 12:16,week 1,2,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Not at all,Not at all,Frequently,Always,Sometimes,Rarely,Not at all, , ,Frequently,Sometimes,Sometimes,Always,Frequently,Frequently,Always,Not at all,Not at all,Rarely,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0,1.015377561,Female,30,Nantong,3,No,No,No,No,No,Yes,No, , , , , 
301,03/04/2020 12:16,week 1,4,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Frequently,Sometimes,Always,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Rarely,Frequently,Always,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.896062718,Female,26,Xinyang,5,Yes,No,No,No,No,No,No, , , , , 
302,03/04/2020 12:16,week 1,2,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Frequently,Frequently,Always,Always,Frequently,Frequently,Always,Always,Frequently,Sometimes,Frequently,Frequently,Always,Always,Always,Frequently,Frequently,Sometimes,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.081509204,Male,26,Hangzhou,3,Yes,No,No,No,No,No,No, , , , , 
303,03/04/2020 12:16,week 1,3,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always, , ,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.943927683,Male,22,Weifang,4,No,No,Yes,No,No,No,No, , , , , 
304,03/04/2020 12:16,week 1,3,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Frequently,Frequently,Sometimes,Frequently,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Not at all,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0.944010402,Female,33,Tangshan,4,No,Yes,No,No,No,No,No, , , , , 
305,03/04/2020 12:16,week 1,4,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Frequently,Not at all,Sometimes,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0.883510754,Female,33,Beijing,5,Yes,No,No,No,No,No,No, , , , , 
306,03/04/2020 12:17,week 1,3,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Always, ,Always,Frequently,Always,Always,Always,Sometimes,Rarely,Always,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.934400711,Female,27,Zhengzhou,4,Yes,No,No,No,No,No,No, , , , , 
307,03/04/2020 12:18,week 1,0,10,3,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Always,No,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always, ,Always,Frequently,Always,Always,Always,Frequently,Not at all,Rarely,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.00901741,Female,26,Shenzhen,5,Yes,No,No,No,No,No,No, , , , , 
308,03/04/2020 12:18,week 1,5,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Not at all,Not at all,Sometimes,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,0.883510754,Female,29,Beijing,7,Yes,No,No,No,No,No,No, , , , , 
309,03/04/2020 12:18,week 1,2,1,2,"Yes, and I tested positive","Yes, and they tested positive",No,No,No,No,No,Yes, , , , ,No,Very easy,Somewhat willing,Always,Always,Frequently,Frequently,Frequently,Always,Always,Sometimes, ,Always,Always,Sometimes,Always,Always,Sometimes,Frequently,Sometimes,Sometimes,Always,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.877187523,Female,18,Dazhou,5,No,No,Yes,No,No,No,No, , , , , 
310,03/04/2020 12:19,week 1,5,2,6,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Neither willing nor unwilling,Always,Sometimes,Frequently,Always,Always,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,8,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,0.934318835,Male,21,Zhengzhou,6,Yes,No,No,No,No,No,No, , , , , 
